"","genus","richness","family","mico"
"7392","Isoleucas",2,"Lamiaceae","AM"
"7393","Kalaharia",1,"Lamiaceae","AM"
"7394","Karomia",9,"Lamiaceae","AM"
"7395","Killickia",4,"Lamiaceae","AM"
"7396","Koellia",3,"Lamiaceae",NA
"7397","Kudrjaschevia",5,"Lamiaceae","AM"
"7398","Kurzamra",1,"Lamiaceae","AM"
"7399","Lachnostachys",6,"Lamiaceae","AM"
"7400","Lagochilus",45,"Lamiaceae","AM"
"7401","Lagopsis",5,"Lamiaceae","AM"
"7402","Lallemantia",5,"Lamiaceae","AM"
"7403","Lamium",25,"Lamiaceae","NM-AM"
"7404","Lavandula",47,"Lamiaceae","AM"
"7405","Leonotis",9,"Lamiaceae","AM"
"7406","Leonurus",24,"Lamiaceae","AM"
"7407","Lepechinia",42,"Lamiaceae","AM"
"7408","Leucas",111,"Lamiaceae","AM"
"7409","Leucosceptrum",1,"Lamiaceae","AM"
"7410","Lophanthus",23,"Lamiaceae","AM"
"7411","Loxocalyx",3,"Lamiaceae","AM"
"7412","Lycopus",21,"Lamiaceae","AM"
"7413","Macbridea",2,"Lamiaceae","AM"
"7414","Madlabium",1,"Lamiaceae","AM"
"7415","Marmoritis",5,"Lamiaceae","AM"
"7416","Marrubium",49,"Lamiaceae","AM"
"7417","Marsypianthes",6,"Lamiaceae","AM"
"7418","Matsumurella",5,"Lamiaceae","AM"
"7419","Meehania",7,"Lamiaceae","AM"
"7420","Melissa",4,"Lamiaceae","AM"
"7421","Melittis",1,"Lamiaceae","AM"
"7422","Mentha",42,"Lamiaceae","AM"
"7423","Meriandra",2,"Lamiaceae",NA
"7424","Metastachydium",1,"Lamiaceae","AM"
"7425","Microcorys",21,"Lamiaceae","AM"
"7426","Micromeria",77,"Lamiaceae","AM"
"7427","Microtoena",25,"Lamiaceae","AM"
"7428","Minthostachys",17,"Lamiaceae","AM"
"7429","Moluccella",8,"Lamiaceae","AM"
"7430","Monarda",22,"Lamiaceae","AM"
"7431","Monardella",35,"Lamiaceae","AM"
"7432","Monochilus",2,"Lamiaceae","AM"
"7433","Mosla",15,"Lamiaceae","AM"
"7434","Neoeplingia",1,"Lamiaceae",NA
"7435","Nepeta",251,"Lamiaceae","AM"
"7436","Newcastelia",10,"Lamiaceae","AM"
"7437","Nosema",1,"Lamiaceae",NA
"7438","Obtegomeria",1,"Lamiaceae","AM"
"7439","Ocimum",66,"Lamiaceae","AM"
"7440","Ombrocharis",1,"Lamiaceae","AM"
"7441","Oncinocalyx",1,"Lamiaceae",NA
"7442","Origanum",56,"Lamiaceae","AM"
"7443","Orthosiphon",40,"Lamiaceae","NM-AM"
"7444","Otostegia",10,"Lamiaceae","AM"
"7445","Ovieda",1,"Lamiaceae","AM"
"7446","Oxera",20,"Lamiaceae","AM"
"7447","Panzerina",2,"Lamiaceae","AM"
"7448","Paralamium",1,"Lamiaceae","AM"
"7449","Paraphlomis",24,"Lamiaceae","AM"
"7450","Peltodon",5,"Lamiaceae",NA
"7451","Pentapleura",1,"Lamiaceae","AM"
"7452","Perilla",1,"Lamiaceae","AM"
"7453","Perillula",1,"Lamiaceae","AM"
"7454","Peronema",1,"Lamiaceae","AM"
"7455","Perovskia",9,"Lamiaceae","AM"
"7456","Petitia",2,"Lamiaceae","AM"
"7457","Petraeovitex",8,"Lamiaceae","AM"
"7458","Phlomidoschema",1,"Lamiaceae","AM"
"7459","Phlomis",113,"Lamiaceae","AM"
"7460","Phlomoides",139,"Lamiaceae","AM"
"7461","Phyllostegia",38,"Lamiaceae","AM"
"7462","Physopsis",5,"Lamiaceae","AM"
"7463","Physostegia",13,"Lamiaceae","AM"
"7464","Piloblephis",1,"Lamiaceae","AM"
"7465","Pityrodia",36,"Lamiaceae","AM"
"7466","Platostoma",44,"Lamiaceae","AM"
"7467","Plectranthus",325,"Lamiaceae","AM"
"7468","Pogogyne",8,"Lamiaceae","AM"
"7469","Pogostemon",94,"Lamiaceae","AM"
"7470","Poliomintha",8,"Lamiaceae","AM"
"7471","Prasium",1,"Lamiaceae","AM"
"7472","Premna",194,"Lamiaceae","AM"
"7473","Prostanthera",92,"Lamiaceae","AM"
"7474","Prunella",13,"Lamiaceae","AM"
"7475","Pseudocarpidium",9,"Lamiaceae","AM"
"7476","Pseudocaryopteris",3,"Lamiaceae","AM"
"7477","Pseudochamaesphacos",1,"Lamiaceae","AM"
"7478","Pseudomarrubium",1,"Lamiaceae","AM"
"7479","Pycnanthemum",20,"Lamiaceae","AM"
"7480","Pycnostachys",36,"Lamiaceae","AM"
"7481","Renschia",1,"Lamiaceae","AM"
"7482","Rhabdocaulon",7,"Lamiaceae","AM"
"7483","Rhaphiodon",1,"Lamiaceae","AM"
"7484","Rhododon",1,"Lamiaceae","AM"
"7485","Rosmarinus",5,"Lamiaceae","AM"
"7486","Rostrinucula",2,"Lamiaceae","AM"
"7487","Rotheca",33,"Lamiaceae","AM"
"7488","Roylea",1,"Lamiaceae","AM"
"7489","Rubiteucris",2,"Lamiaceae","AM"
"7490","Rydingia",4,"Lamiaceae","AM"
"7491","Saccocalyx",1,"Lamiaceae","AM"
"7492","Salvia",986,"Lamiaceae","AM"
"7493","Satureja",53,"Lamiaceae","AM"
"7494","Schnabelia",5,"Lamiaceae","AM"
"7495","Scutellaria",468,"Lamiaceae","AM"
"7496","Sideritis",189,"Lamiaceae","AM"
"7497","Siphocranion",2,"Lamiaceae","AM"
"7498","Solenostemon",1,"Lamiaceae",NA
"7499","Spartothamnella",3,"Lamiaceae",NA
"7500","Sphenodesme",15,"Lamiaceae","AM"
"7501","Stachydeoma",1,"Lamiaceae","AM"
"7502","Stachyopsis",4,"Lamiaceae",NA
"7503","Stachys",375,"Lamiaceae","AM"
"7504","Stenogyne",28,"Lamiaceae","AM"
"7505","Suzukia",2,"Lamiaceae","AM"
"7506","Symphorema",3,"Lamiaceae","AM"
"7507","Symphostemon",2,"Lamiaceae",NA
"7508","Synandra",1,"Lamiaceae","AM"
"7509","Syncolostemon",45,"Lamiaceae","AM"
"7510","Tectona",3,"Lamiaceae","AM"
"7511","Teijsmanniodendron",23,"Lamiaceae","AM"
"7512","Tetradenia",22,"Lamiaceae","AM"
"7513","Teucridium",1,"Lamiaceae",NA
"7514","Teucrium",287,"Lamiaceae","AM"
"7515","Thorncroftia",6,"Lamiaceae","AM"
"7516","Thuspeinanta",2,"Lamiaceae","AM"
"7517","Thymbra",4,"Lamiaceae","AM"
"7518","Thymus",315,"Lamiaceae","AM"
"7519","Tinnea",19,"Lamiaceae","AM"
"7520","Trichostema",18,"Lamiaceae","AM"
"7521","Tripora",1,"Lamiaceae","AM"
"7522","Vitex",223,"Lamiaceae","AM"
"7523","Volkameria",11,"Lamiaceae","AM"
"7524","Warnockia",1,"Lamiaceae","AM"
"7525","Wenchengia",1,"Lamiaceae","AM"
"7526","Westringia",31,"Lamiaceae","AM"
"7527","Wrixonia",2,"Lamiaceae",NA
"7528","Zataria",1,"Lamiaceae","AM"
"7529","Zhumeria",1,"Lamiaceae",NA
"7530","Ziziphora",17,"Lamiaceae","AM"
"7531","Lanaria",1,"Lanariaceae","AM"
"7532","Akebia",5,"Lardizabalaceae","AM"
"7533","Archakebia",1,"Lardizabalaceae",NA
"7534","Boquila",1,"Lardizabalaceae","AM"
"7535","Decaisnea",1,"Lardizabalaceae","AM"
"7536","Holboellia",6,"Lardizabalaceae",NA
"7537","Lardizabala",1,"Lardizabalaceae","AM"
"7538","Sargentodoxa",1,"Lardizabalaceae","AM"
"7539","Sinofranchetia",1,"Lardizabalaceae","AM"
"7540","Stauntonia",20,"Lardizabalaceae","AM"
"7541","Actinodaphne",137,"Lauraceae","AM"
"7542","Aiouea",26,"Lauraceae","AM"
"7543","Alseodaphne",57,"Lauraceae","AM"
"7544","Aniba",48,"Lauraceae","AM"
"7545","Apollonias",2,"Lauraceae","AM"
"7546","Aspidostemon",29,"Lauraceae","AM"
"7547","Beilschmiedia",287,"Lauraceae","AM"
"7548","Camphora",1,"Lauraceae",NA
"7549","Caryodaphnopsis",15,"Lauraceae","AM"
"7550","Cassytha",19,"Lauraceae","NM"
"7551","Chlorocardium",2,"Lauraceae","AM"
"7552","Cinnadenia",2,"Lauraceae","AM"
"7553","Cinnamomum",342,"Lauraceae","AM"
"7554","Cryptocarya",368,"Lauraceae","AM"
"7555","Dehaasia",38,"Lauraceae","AM"
"7556","Dicypellium",3,"Lauraceae","AM"
"7557","Dodecadenia",1,"Lauraceae","AM"
"7558","Endiandra",125,"Lauraceae","AM"
"7559","Endlicheria",59,"Lauraceae","AM"
"7560","Eusideroxylon",1,"Lauraceae","AM"
"7561","Gamanthera",1,"Lauraceae",NA
"7562","Hufelandia",1,"Lauraceae",NA
"7563","Hypodaphnis",1,"Lauraceae","AM"
"7564","Iteadaphne",1,"Lauraceae",NA
"7565","Kubitzkia",2,"Lauraceae","AM"
"7566","Laurus",4,"Lauraceae","AM"
"7567","Licaria",62,"Lauraceae","AM"
"7568","Lindera",53,"Lauraceae","AM"
"7569","Litsea",150,"Lauraceae","AM"
"7570","Machilus",93,"Lauraceae","AM"
"7571","Malapoenna",2,"Lauraceae",NA
"7572","Mespilodaphne",1,"Lauraceae",NA
"7573","Mezilaurus",21,"Lauraceae","AM"
"7574","Misanteca",34,"Lauraceae",NA
"7575","Mocinnodaphne",1,"Lauraceae","AM"
"7576","Mutisiopersea",17,"Lauraceae",NA
"7577","Nectandra",117,"Lauraceae","AM"
"7578","Neocinnamomum",4,"Lauraceae","AM"
"7579","Neolitsea",61,"Lauraceae","AM"
"7580","Notaphoebe",1,"Lauraceae",NA
"7581","Nothaphoebe",12,"Lauraceae","AM"
"7582","Ocotea",428,"Lauraceae","AM"
"7583","Oreodaphne",6,"Lauraceae",NA
"7584","Paraia",1,"Lauraceae","AM"
"7585","Parasassafras",1,"Lauraceae","AM"
"7586","Parthenoxylon",1,"Lauraceae",NA
"7587","Persea",118,"Lauraceae","AM"
"7588","Phoebe",50,"Lauraceae","AM"
"7589","Phyllostemonodaphne",1,"Lauraceae","AM"
"7590","Pleurothyrium",48,"Lauraceae","AM"
"7591","Polyadenia",7,"Lauraceae",NA
"7592","Potameia",24,"Lauraceae","AM"
"7593","Potoxylon",1,"Lauraceae","AM"
"7594","Povedadaphne",1,"Lauraceae","AM"
"7595","Ravensara",17,"Lauraceae","AM"
"7596","Rhodostemonodaphne",35,"Lauraceae","AM"
"7597","Sassafras",5,"Lauraceae","NM-AM"
"7598","Schauera",1,"Lauraceae",NA
"7599","Sextonia",2,"Lauraceae","AM"
"7600","Sinopora",1,"Lauraceae",NA
"7601","Sinosassafras",1,"Lauraceae","AM"
"7602","Syndiclis",8,"Lauraceae",NA
"7603","Systemonodaphne",1,"Lauraceae",NA
"7604","Tetranthera",10,"Lauraceae",NA
"7605","Umbellularia",1,"Lauraceae","AM"
"7606","Urbanodendron",3,"Lauraceae","AM"
"7607","Williamodendron",4,"Lauraceae","AM"
"7608","Yasunia",1,"Lauraceae","AM"
"7609","Allantoma",8,"Lecythidaceae","AM"
"7610","Asteranthos",1,"Lecythidaceae","AM"
"7611","Barringtonia",64,"Lecythidaceae","AM"
"7612","Bertholletia",1,"Lecythidaceae","AM"
"7613","Brazzeia",3,"Lecythidaceae","AM"
"7614","Careya",3,"Lecythidaceae","AM"
"7615","Cariniana",9,"Lecythidaceae","AM"
"7616","Chydenanthus",1,"Lecythidaceae","AM"
"7617","Corythophora",4,"Lecythidaceae","NM-AM"
"7618","Couratari",19,"Lecythidaceae","AM"
"7619","Couroupita",3,"Lecythidaceae","AM"
"7620","Crateranthus",3,"Lecythidaceae","AM"
"7621","Eschweilera",92,"Lecythidaceae","AM"
"7622","Foetidia",18,"Lecythidaceae","AM"
"7623","Grias",9,"Lecythidaceae","AM"
"7624","Gustavia",41,"Lecythidaceae","AM"
"7625","Lecythis",27,"Lecythidaceae","AM"
"7626","Napoleonaea",10,"Lecythidaceae","AM"
"7627","Oubanguia",3,"Lecythidaceae","AM"
"7628","Petersianthus",2,"Lecythidaceae","AM"
"7629","Pierrina",1,"Lecythidaceae","AM"
"7630","Planchonia",9,"Lecythidaceae","AM"
"7631","Rhaptopetalum",7,"Lecythidaceae","AM"
"7632","Scytopetalum",3,"Lecythidaceae","AM"
"7633","Abarema",53,"Leguminosae","AM"
"7634","Abrus",19,"Leguminosae","AM"
"7635","Acacia",1393,"Leguminosae","EcM-AM"
"7636","Acaciella",23,"Leguminosae","AM"
"7637","Achyronia",136,"Leguminosae",NA
"7638","Acmispon",33,"Leguminosae","AM"
"7639","Acosmium",18,"Leguminosae","AM"
"7640","Acrocarpus",1,"Leguminosae","AM"
"7641","Acuania",1,"Leguminosae",NA
"7642","Adenanthera",13,"Leguminosae","AM"
"7643","Adenocarpus",16,"Leguminosae","AM"
"7644","Adenodolichos",22,"Leguminosae","AM"
"7645","Adenolobus",2,"Leguminosae","AM"
"7646","Adenopodia",7,"Leguminosae","AM"
"7647","Adesmia",226,"Leguminosae","AM"
"7648","Aenictophyton",1,"Leguminosae","EcM-AM"
"7649","Aeschynomene",170,"Leguminosae","AM"
"7650","Affonsea",14,"Leguminosae",NA
"7651","Afgekia",3,"Leguminosae","AM"
"7652","Afzelia",12,"Leguminosae","EcM"
"7653","Aganope",11,"Leguminosae","AM"
"7654","Airyantha",2,"Leguminosae","AM"
"7655","Akschindlium",1,"Leguminosae","AM"
"7656","Alantsilodendron",9,"Leguminosae","AM"
"7657","Albizia",137,"Leguminosae","AM"
"7658","Aldina",16,"Leguminosae","EcM"
"7659","Alexa",11,"Leguminosae","AM"
"7660","Alhagi",8,"Leguminosae","AM"
"7661","Alistilus",3,"Leguminosae","AM"
"7662","Almaleea",5,"Leguminosae","EcM-AM"
"7663","Alysicarpus",34,"Leguminosae","AM"
"7664","Amblygonocarpus",1,"Leguminosae","AM"
"7665","Amblytropis",4,"Leguminosae",NA
"7666","Amburana",2,"Leguminosae","AM"
"7667","Amerimnon",33,"Leguminosae",NA
"7668","Amherstia",1,"Leguminosae","AM"
"7669","Amicia",8,"Leguminosae","AM"
"7670","Ammodendron",5,"Leguminosae","AM"
"7671","Ammopiptanthus",2,"Leguminosae","AM"
"7672","Amoria",2,"Leguminosae",NA
"7673","Amorpha",18,"Leguminosae","AM"
"7674","Amphicarpaea",4,"Leguminosae","AM"
"7675","Amphimas",3,"Leguminosae","AM"
"7676","Amphinomia",2,"Leguminosae",NA
"7677","Amphithalea",23,"Leguminosae","AM"
"7678","Amphymenium",1,"Leguminosae",NA
"7679","Anadenanthera",2,"Leguminosae","AM"
"7680","Anagyris",1,"Leguminosae","AM"
"7681","Anarthrophyllum",16,"Leguminosae","AM"
"7682","Ancistrotropis",6,"Leguminosae","AM"
"7683","Andira",48,"Leguminosae","AM"
"7684","Androcalymma",1,"Leguminosae","AM"
"7685","Angylocalyx",6,"Leguminosae","AM"
"7686","Anil",1,"Leguminosae",NA
"7687","Anila",28,"Leguminosae",NA
"7688","Anisolotus",1,"Leguminosae",NA
"7689","Anneslia",11,"Leguminosae",NA
"7690","Antheroporum",3,"Leguminosae","AM"
"7691","Anthonotha",30,"Leguminosae","EcM"
"7692","Anthyllis",35,"Leguminosae","AM"
"7693","Antopetitia",1,"Leguminosae","AM"
"7694","Aotus",14,"Leguminosae","EcM-AM"
"7695","Apalatoa",5,"Leguminosae",NA
"7696","Aphanocalyx",15,"Leguminosae","EcM"
"7697","Aphyllodium",3,"Leguminosae","AM"
"7698","Apios",8,"Leguminosae","AM"
"7699","Apoplanesia",2,"Leguminosae","AM"
"7700","Apuleia",3,"Leguminosae","AM"
"7701","Apurimacia",6,"Leguminosae","AM"
"7702","Arachis",81,"Leguminosae","AM"
"7703","Aragallus",9,"Leguminosae",NA
"7704","Arapatiella",2,"Leguminosae","AM"
"7705","Archidendron",98,"Leguminosae","AM"
"7706","Archidendropsis",13,"Leguminosae","AM"
"7707","Arcoa",1,"Leguminosae","AM"
"7708","Argyrocytisus",1,"Leguminosae","AM"
"7709","Argyrolobium",97,"Leguminosae","AM"
"7710","Arthrocarpum",2,"Leguminosae",NA
"7711","Arthroclianthus",1,"Leguminosae","AM"
"7712","Aspalathoides",1,"Leguminosae",NA
"7713","Aspalathus",269,"Leguminosae","AM"
"7714","Asphalthium",1,"Leguminosae",NA
"7715","Astracantha",243,"Leguminosae","AM"
"7716","Astragalus",2455,"Leguminosae","AM"
"7717","Astyposanthes",1,"Leguminosae",NA
"7718","Ateleia",25,"Leguminosae","AM"
"7719","Atelophragma",3,"Leguminosae",NA
"7720","Atossa",2,"Leguminosae",NA
"7721","Atylosia",1,"Leguminosae","AM"
"7722","Aubrevillea",2,"Leguminosae","AM"
"7723","Augouardia",1,"Leguminosae","AM"
"7724","Austrodolichos",1,"Leguminosae","AM"
"7725","Austrosteenisia",3,"Leguminosae","AM"
"7726","Baikiaea",7,"Leguminosae","AM"
"7727","Bakerophyton",2,"Leguminosae",NA
"7728","Balizia",2,"Leguminosae","AM"
"7729","Balsamocarpon",1,"Leguminosae","AM"
"7730","Baphia",48,"Leguminosae","AM"
"7731","Baphiastrum",8,"Leguminosae","AM"
"7732","Baphiopsis",1,"Leguminosae","AM"
"7733","Baptisia",28,"Leguminosae","AM"
"7734","Barbieria",1,"Leguminosae","AM"
"7735","Barklya",1,"Leguminosae","AM"
"7736","Barnebydendron",1,"Leguminosae","AM"
"7737","Barnebyella",1,"Leguminosae",NA
"7738","Baryxylum",1,"Leguminosae",NA
"7739","Batesia",1,"Leguminosae","AM"
"7740","Batidophaca",1,"Leguminosae",NA
"7741","Baudouinia",6,"Leguminosae","AM"
"7742","Bauhinia",361,"Leguminosae","AM"
"7743","Behaimia",1,"Leguminosae","AM"
"7744","Belairia",2,"Leguminosae",NA
"7745","Bergeronia",1,"Leguminosae",NA
"7746","Berlinia",18,"Leguminosae","EcM"
"7747","Bikinia",10,"Leguminosae","EcM"
"7748","Binaria",7,"Leguminosae",NA
"7749","Bionia",4,"Leguminosae",NA
"7750","Bituminaria",4,"Leguminosae","AM"
"7751","Blanchetiodendron",1,"Leguminosae","AM"
"7752","Bobgunnia",2,"Leguminosae","NM"
"7753","Bocoa",8,"Leguminosae","AM"
"7754","Bolusanthus",1,"Leguminosae","AM"
"7755","Bolusia",6,"Leguminosae","AM"
"7756","Bonaveria",1,"Leguminosae",NA
"7757","Borbonia",1,"Leguminosae",NA
"7758","Bossiaea",48,"Leguminosae","AM"
"7759","Botor",1,"Leguminosae",NA
"7760","Bowdichia",2,"Leguminosae","AM"
"7761","Bowringia",2,"Leguminosae","AM"
"7762","Brachycylix",1,"Leguminosae","AM"
"7763","Brachyphragma",1,"Leguminosae",NA
"7764","Brachysema",11,"Leguminosae","EcM-AM"
"7765","Brachystegia",35,"Leguminosae","EcM"
"7766","Bradburya",4,"Leguminosae",NA
"7767","Bradlea",2,"Leguminosae",NA
"7768","Brandzeia",1,"Leguminosae","AM"
"7769","Brasilettia",3,"Leguminosae",NA
"7770","Brenaniodendron",1,"Leguminosae",NA
"7771","Brenierea",1,"Leguminosae","AM"
"7772","Brodriguesia",1,"Leguminosae","AM"
"7773","Brongniartia",58,"Leguminosae","AM"
"7774","Brownea",32,"Leguminosae","uncertain"
"7775","Browneopsis",4,"Leguminosae","AM"
"7776","Brya",6,"Leguminosae","AM"
"7777","Bryaspis",3,"Leguminosae","AM"
"7778","Buchenroedera",11,"Leguminosae",NA
"7779","Burkea",2,"Leguminosae","AM"
"7780","Burkilliodendron",1,"Leguminosae","AM"
"7781","Burtonia",1,"Leguminosae","AM"
"7782","Bussea",7,"Leguminosae","AM"
"7783","Butea",4,"Leguminosae","AM"
"7784","Cadia",7,"Leguminosae","AM"
"7785","Caesalpinia",162,"Leguminosae","AM"
"7786","Cailliea",2,"Leguminosae",NA
"7787","Cajanus",32,"Leguminosae","AM"
"7788","Calicotome",5,"Leguminosae","AM"
"7789","Calispepla",1,"Leguminosae",NA
"7790","Callerya",33,"Leguminosae","AM"
"7791","Calliandra",172,"Leguminosae","AM"
"7792","Calliandropsis",1,"Leguminosae","AM"
"7793","Callistachys",7,"Leguminosae","EcM-AM"
"7794","Calophaca",9,"Leguminosae","AM"
"7795","Calopogonium",9,"Leguminosae","AM"
"7796","Calpocalyx",11,"Leguminosae","AM"
"7797","Calpurnia",7,"Leguminosae","AM"
"7798","Calycomorphum",1,"Leguminosae",NA
"7799","Camoensia",2,"Leguminosae","AM"
"7800","Campsiandra",18,"Leguminosae","AM"
"7801","Camptosema",18,"Leguminosae","AM"
"7802","Campylotropis",41,"Leguminosae","AM"
"7803","Canavalia",70,"Leguminosae","AM"
"7804","Candolleodendron",1,"Leguminosae","AM"
"7805","Cantharospermum",3,"Leguminosae",NA
"7806","Cantuffa",1,"Leguminosae",NA
"7807","Caragana",90,"Leguminosae","AM"
"7808","Carissoa",1,"Leguminosae",NA
"7809","Carmichaelia",43,"Leguminosae","AM"
"7810","Cascaronia",1,"Leguminosae","AM"
"7811","Casparia",1,"Leguminosae",NA
"7812","Cassia",90,"Leguminosae","AM"
"7813","Castanospermum",1,"Leguminosae","AM"
"7814","Cathormion",4,"Leguminosae","AM"
"7815","Caulinia",18,"Leguminosae",NA
"7816","Cebipira",2,"Leguminosae",NA
"7817","Cedrelinga",1,"Leguminosae","AM"
"7818","Cenostigma",3,"Leguminosae","AM"
"7819","Centrolobium",7,"Leguminosae","AM"
"7820","Centrosema",49,"Leguminosae","AM"
"7821","Ceratonia",2,"Leguminosae","AM"
"7822","Cercidium",5,"Leguminosae","AM"
"7823","Cercis",10,"Leguminosae","AM"
"7824","Chadsia",9,"Leguminosae","AM"
"7825","Chaetocalyx",16,"Leguminosae","AM"
"7826","Chamaecrista",330,"Leguminosae","AM"
"7827","Chamaecytisus",14,"Leguminosae","AM"
"7828","Chamaefistula",4,"Leguminosae",NA
"7829","Chamaespartium",2,"Leguminosae",NA
"7830","Chapmannia",4,"Leguminosae","AM"
"7831","Chasmone",1,"Leguminosae",NA
"7832","Chesneya",45,"Leguminosae","AM"
"7833","Chesniella",1,"Leguminosae",NA
"7834","Chidlowia",1,"Leguminosae","AM"
"7835","Chiovendaea",1,"Leguminosae",NA
"7836","Chloroleucon",10,"Leguminosae","AM"
"7837","Chordospartium",2,"Leguminosae",NA
"7838","Chorizema",20,"Leguminosae","EcM-AM"
"7839","Christia",12,"Leguminosae","AM"
"7840","Chronanthos",3,"Leguminosae",NA
"7841","Cicer",44,"Leguminosae","AM"
"7842","Cladrastis",8,"Leguminosae","AM"
"7843","Clathrotropis",6,"Leguminosae","AM"
"7844","Clavulium",1,"Leguminosae",NA
"7845","Cleobulia",4,"Leguminosae","AM"
"7846","Clianthus",1,"Leguminosae","AM"
"7847","Clitoria",66,"Leguminosae","AM"
"7848","Clitoriopsis",1,"Leguminosae","AM"
"7849","Cochlianthus",2,"Leguminosae","AM"
"7850","Cochliasanthus",1,"Leguminosae","AM"
"7851","Codariocalyx",2,"Leguminosae","uncertain"
"7852","Codoriocalyx",1,"Leguminosae",NA
"7853","Coelidium",20,"Leguminosae",NA
"7854","Cojoba",20,"Leguminosae","AM"
"7855","Collaea",9,"Leguminosae","AM"
"7856","Cologania",12,"Leguminosae","AM"
"7857","Colophospermum",1,"Leguminosae","AM"
"7858","Colutea",25,"Leguminosae","AM"
"7859","Coluteastrum",33,"Leguminosae",NA
"7860","Colvillea",1,"Leguminosae","AM"
"7861","Condylostylis",3,"Leguminosae","AM"
"7862","Conzattia",3,"Leguminosae","AM"
"7863","Copaiba",8,"Leguminosae","AM"
"7864","Copaifera",47,"Leguminosae","AM"
"7865","Copaiva",2,"Leguminosae",NA
"7866","Corallodendron",20,"Leguminosae",NA
"7867","Corallospartium",1,"Leguminosae",NA
"7868","Cordeauxia",1,"Leguminosae","AM"
"7869","Cordyla",7,"Leguminosae","AM"
"7870","Corethrodendron",5,"Leguminosae","AM"
"7871","Coronilla",10,"Leguminosae","AM"
"7872","Corothamnus",2,"Leguminosae",NA
"7873","Coulteria",1,"Leguminosae","AM"
"7874","Coumarouna",1,"Leguminosae",NA
"7875","Coursetia",40,"Leguminosae","AM"
"7876","Cowellocassia",1,"Leguminosae",NA
"7877","Cracca",102,"Leguminosae",NA
"7878","Craibia",12,"Leguminosae","AM"
"7879","Cranocarpus",3,"Leguminosae","AM"
"7880","Craspedolobium",2,"Leguminosae","AM"
"7881","Cratylia",7,"Leguminosae","AM"
"7882","Cristonia",1,"Leguminosae","AM"
"7883","Crotalaria",699,"Leguminosae","AM"
"7884","Cruddasia",2,"Leguminosae",NA
"7885","Crudia",55,"Leguminosae","AM"
"7886","Cryptosepalum",11,"Leguminosae","EcM"
"7887","Ctenophyllum",1,"Leguminosae",NA
"7888","Cullen",13,"Leguminosae","AM"
"7889","Cumaruna",1,"Leguminosae",NA
"7890","Cyamopsis",5,"Leguminosae","AM"
"7891","Cyathostegia",2,"Leguminosae","AM"
"7892","Cyclocarpa",1,"Leguminosae","AM"
"7893","Cyclolobium",5,"Leguminosae","AM"
"7894","Cyclopia",20,"Leguminosae","AM"
"7895","Cylicodiscus",1,"Leguminosae","AM"
"7896","Cylindrokelupha",1,"Leguminosae",NA
"7897","Cymbosema",1,"Leguminosae",NA
"7898","Cynometra",88,"Leguminosae","AM"
"7899","Cystium",1,"Leguminosae",NA
"7900","Cytisanthus",3,"Leguminosae",NA
"7901","Cytisogenista",1,"Leguminosae",NA
"7902","Cytisophyllum",1,"Leguminosae","AM"
"7903","Cytisopsis",2,"Leguminosae","AM"
"7904","Cytisus",73,"Leguminosae","AM"
"7905","Dahlstedtia",1,"Leguminosae","AM"
"7906","Dalbergia",287,"Leguminosae","AM"
"7907","Dalbergiella",3,"Leguminosae","AM"
"7908","Dalea",183,"Leguminosae","AM"
"7909","Dalhousiea",3,"Leguminosae","AM"
"7910","Damapana",11,"Leguminosae",NA
"7911","Daniellia",8,"Leguminosae","AM"
"7912","Daubentonia",1,"Leguminosae",NA
"7913","Daviesia",82,"Leguminosae","species-specific EcM-AM or AM or NM"
"7914","Decorsea",6,"Leguminosae","AM"
"7915","Deguelia",18,"Leguminosae","AM"
"7916","Delonix",11,"Leguminosae","AM"
"7917","Dendrolobium",18,"Leguminosae","AM"
"7918","Dermatophyllum",6,"Leguminosae","AM"
"7919","Derris",87,"Leguminosae","NM-AM"
"7920","Desmanthus",29,"Leguminosae","AM"
"7921","Desmodiastrum",3,"Leguminosae",NA
"7922","Desmodium",326,"Leguminosae","AM"
"7923","Despeleza",4,"Leguminosae",NA
"7924","Detarium",4,"Leguminosae","AM"
"7925","Dewevrea",2,"Leguminosae","AM"
"7926","Dialium",41,"Leguminosae","AM"
"7927","Dicerma",1,"Leguminosae","AM"
"7928","Dichilus",5,"Leguminosae","AM"
"7929","Dichrostachys",17,"Leguminosae","AM"
"7930","Dicorynia",2,"Leguminosae","AM"
"7931","Dicraeopetalum",3,"Leguminosae","AM"
"7932","Dicymbe",20,"Leguminosae","EcM"
"7933","Dicymbopsis",2,"Leguminosae",NA
"7934","Didelotia",12,"Leguminosae","EcM"
"7935","Diholcos",3,"Leguminosae",NA
"7936","Dillwynia",22,"Leguminosae","EcM-AM"
"7937","Dimorphandra",26,"Leguminosae","AM"
"7938","Dinizia",1,"Leguminosae","AM"
"7939","Dioclea",59,"Leguminosae","AM"
"7940","Diphaca",5,"Leguminosae",NA
"7941","Diphyllarium",1,"Leguminosae","AM"
"7942","Diphysa",21,"Leguminosae","AM"
"7943","Diplotropis",12,"Leguminosae","AM"
"7944","Dipogon",1,"Leguminosae","AM"
"7945","Dipteryx",9,"Leguminosae","AM"
"7946","Diptychandra",2,"Leguminosae","AM"
"7947","Discolobium",8,"Leguminosae","AM"
"7948","Distemonanthus",1,"Leguminosae","AM"
