genus,species,mycorrhiza.type,number.of.plants.studied,family,myc.type.mujica,new.class,
Actiniopteris,Actiniopteris_radiata,AM; others not addressed,NA,Actiniopteridaceae,AM,FERN,
Actiniopteris,Actiniopteris_radiata,AM; others not addressed,NA,Actiniopteridaceae,AM,FERN,
Actiniopteris,Actiniopteris_radiata,AM; others not addressed,NA,Actiniopteridaceae,AM,FERN,
Actiniopteris,Actiniopteris_radiata,AM; no others,NA,Actiniopteridaceae,AM,FERN,
Adiantum,Adiantum_andicola,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_andicola,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_andicola,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_bonatianum,AM; others not addressed,1,Adiantaceae,AM,FERN,
Adiantum,Adiantum_capillus-veneris,AM; no others,3,Adiantaceae,AM,FERN,
Adiantum,Adiantum_capillus-veneris,AM; no others,3,Adiantaceae,AM,FERN,
Adiantum,Adiantum_capillus-veneris,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_capillus-veneris,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_capillus-veneris,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_caudatum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_caudatum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_chilense_var._sulphureum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_chilense_var._sulphureum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_cunninghamii,AM; no others,1,Adiantaceae,AM,FERN,
Adiantum,Adiantum_diaphanum,AM; no others,2,Adiantaceae,AM,FERN,
Adiantum,Adiantum_edgeworthii,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_edgeworthii,AM; others not addressed,4,Adiantaceae,AM,FERN,
Adiantum,Adiantum_flabellulatum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_flabellulatum,AM; others not addressed,2,Adiantaceae,AM,FERN,
Adiantum,Adiantum_fulvum,AM; no others,1,Adiantaceae,AM,FERN,
Adiantum,Adiantum_hispidulum,AM; no others,1,Adiantaceae,AM,FERN,
Adiantum,Adiantum_hispidulum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_hispidulum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_hispidulum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_hispidulum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_humile,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_humile,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_humile,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_incisum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_incisum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_incisum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_incisum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_lunulatum,AM; others not addressed,2,Adiantaceae,AM,FERN,
Adiantum,Adiantum_lunulatum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_lunulatum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_malesianum,AM; others not addressed,2,Adiantaceae,AM,FERN,
Adiantum,Adiantum_monochlamys,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_pedatum,AM; no others,2,Adiantaceae,AM,FERN,
Adiantum,Adiantum_pedatum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_pedatum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_raddianum,AM; no others,3,Adiantaceae,AM,FERN,
Adiantum,Adiantum_raddianum,AM; no others,3,Adiantaceae,AM,FERN,
Adiantum,Adiantum_raddianum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_raddianum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_raddianum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_raddianum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_raddianum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_raddianum,AM; no others,NA,Adiantaceae,AM,FERN,
Adiantum,Adiantum_zollingeri,AM; no others,NA,Adiantaceae,AM,FERN,
Aleuritopteris,Aleuritopteris_farinosa,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Aleuritopteris,Aleuritopteris_farinosa,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Aleuritopteris,Aleuritopteris_farinosa,AM; no others,NA,Adiantaceae,AM,FERN,
Aleuritopteris,Aleuritopteris_pseudofarinosa,AM; others not addressed,2,Adiantaceae,AM,FERN,
Argyrochosma,Argyrochosma_nivea,AM; no others,3,Adiantaceae,AM,FERN,
Argyrochosma,Argyrochosma_nivea,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_albomarginata,AM; others not addressed,2,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_argentea,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_argentea,AM; others not addressed,3,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_argentea,AM; no others,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_austrotenuifolia,AM; no others,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_complanata,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_distans,AM; no others,2,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_duclouxii,AM; others not addressed,1,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_farinosa,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_farinosa,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_grevilleoides,AM; others not addressed,1,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_opposita,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_praetermissa,AM; no others,2,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_quadripinnata,AM; others not addressed,5,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_rufa,AM; no others,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_sieberi,AM; no others,2,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_subvillosa,AM; others not addressed,2,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_swartzii,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_swartzii,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_swartzii,AM; no others,NA,Adiantaceae,AM,FERN,
Cheilanthes,Cheilanthes_swartzii,AM; no others,NA,Adiantaceae,AM,FERN,
Cheilosoria,Cheilosoria_hancockii,AM; others not addressed,3,Adiantaceae,AM,FERN,
Cheilosoria,Cheilosoria_tenuifolia,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Coniogramme,Coniogramme_fraxinea,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Coniogramme,Coniogramme_intermedia,AM; others not addressed,2,Adiantaceae,AM,FERN,
Coniogramme,Coniogramme_japonica,AM; no others,NA,Adiantaceae,AM,FERN,
Coniogramme,Coniogramme_rosthornii,AM; others not addressed,2,Adiantaceae,AM,FERN,
Coniogramme,Coniogramme_simileima,AM; others not addressed,2,Adiantaceae,AM,FERN,
Cryptogramma,Cryptogramma_crispa,non-mycorrhizal (checked for all types),NA,Adiantaceae,NM,FERN,
Cryptogramma,Cryptogramma_crispa,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cryptogramma,Cryptogramma_crispa,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Cryptogramma,Cryptogramma_crispa,non-mycorrhizal (checked for all types),NA,Adiantaceae,NM,FERN,
Doryopteris,Doryopteris_concolor,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Doryopteris,Doryopteris_concolor,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Doryopteris,Doryopteris_concolor,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Doryopteris,Doryopteris_concolor,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Doryopteris,Doryopteris_concolor,AM; no others,NA,Adiantaceae,AM,FERN,
Hemionitis,Hemionitis_arifolia,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Hemionitis,Hemionitis_arifolia,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Hemionitis,Hemionitis_arifolia,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Monachosorum,Monachosorum_henryi,AM; others not addressed,1,Adiantaceae,AM,FERN,
Onychium,Onychium_angustifrons,AM; others not addressed,2,Adiantaceae,AM,FERN,
Onychium,Onychium_contiguum,AM; others not addressed,2,Adiantaceae,AM,FERN,
Onychium,Onychium_japonicum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Onychium,Onychium_japonicum_var._lucidum,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Onychium,Onychium_japonicum_var._lucidum,AM; others not addressed,2,Adiantaceae,AM,FERN,
Onychium,Onychium_japonicum_var._lucidum,AM; others not addressed,2,Adiantaceae,AM,FERN,
Paraceterach,Paraceterach_bipinnata,AM; others not addressed,2,Adiantaceae,AM,FERN,
Paraceterach,Paraceterach_vestita,AM; others not addressed,2,Adiantaceae,AM,FERN,
Pellaea,Pellaea_falcata,AM; no others,1,Adiantaceae,AM,FERN,
Pellaea,Pellaea_mairei,AM; others not addressed,2,Adiantaceae,AM,FERN,
Pellaea,Pellaea_nitidula,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Pellaea,Pellaea_rotundifolia,AM; no others,3,Adiantaceae,AM,FERN,
Pityrogramma,Pityrogramma_calomelanos,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Pityrogramma,Pityrogramma_calomelanos,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Pityrogramma,Pityrogramma_calomelanos,AM; no others,NA,Adiantaceae,AM,FERN,
Pityrogramma,Pityrogramma_trifoliata,AM; others not addressed,NA,Adiantaceae,AM,FERN,
Trichomanes,Trichomanes_colensoi,AM; no others,1,Adiantaceae,AM,FERN,
Trichomanes,Trichomanes_elegans,AM; no others,NA,Adiantaceae,AM,FERN,
Trichomanes,Trichomanes_pinnatum,AM; no others,NA,Adiantaceae,AM,FERN,
Trichomanes,Trichomanes_plumosum,AM; no others,NA,Adiantaceae,AM,FERN,
Trichomanes,Trichomanes_strictum,AM; no others,2,Adiantaceae,AM,FERN,
Alzatea,Alzatea_verticillata,AM; no others,NA,Alzateaceae,AM,Penaeaceae,
Dendrotrophe,Dendrotrophe_varians,non-mycorrhizal (checked for all types),NA,Amphorogynaceae,NM,Santalaceae,
Ongokea,Ongokea_gore,AM; others not addressed,NA,Aptandraceae,AM,Penaeaceae,
Amblyopetalum,Amblyopetalum_coccineum,AM; no others,3,Asclepiadaceae,AM,Apocynaceae,
Amblyopetalum,Amblyopetalum_coccineum,AM; others not addressed,NA,Asclepiadaceae,AM,Apocynaceae,
Asplenium,Asplenium_achilleifolium,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,Apocynaceae,
Asplenium,Asplenium_adiantum-nigrum,AM; others not addressed,5,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_adiantum-nigrum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_adiantum-nigrum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_adiantum-nigrum,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_aethiopicum,AM; others not addressed,5,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_aethiopicum,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_aethiopicum,AM; no others,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_aethiopicum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_anomodum,AM; no others,1,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_antrophyoides,AM; others not addressed,1,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_auriculatum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_auriculatum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_bulbiferum,AM; no others,9,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_cheilosorum,AM; others not addressed,1,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_cordatum,non-mycorrhizal (checked for all types),5,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_cuspidatum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_cuspidatum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_dareoides,AM; no others,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_davallioides,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_delavayi,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_erectum,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_erectum,AM; no others,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_finlaysonianum,AM; others not addressed,2,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_flabellatum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_flabellifolium,AM; no others,1,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_flabellifolium,AM; no others,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_flaccidum,AM; no others,8,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_fuscipes,AM; others not addressed,2,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_griffithianum,AM; others not addressed,2,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_harpeodes,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_hookerianum,AM; no others,3,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_inaequilaterale,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_inaequilaterale,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_incisum,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_incisum,AM; no others,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_laetum,AM; no others,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_laetum,AM; no others,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_lucidum,AM; no others,7,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_lushanense,AM; others not addressed,2,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_miradorense,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_monanthes,AM; others not addressed,4,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_nidus,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_nidus,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_normale,AM; others not addressed,2,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_obtusatum,AM; no others,3,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_onopteris,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_pekinense,AM; others not addressed,4,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_platyneuron,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_platyneuron,AM; others not addressed,4,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_platyneuron,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_polyodon,AM; no others,5,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_praemorsum,AM; others not addressed,3,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_praemorsum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_prolongatum,AM; others not addressed,3,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_prolongatum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_richardii,AM; no others,2,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_ruta-muraria,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_ruta-muraria,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_ruta-muraria,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_ruta-muraria,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_rutaceum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_rutaceum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_sarelii,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_sarelii,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_scolopendrium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_septentrionale,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_septentrionale,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_septentrionale,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_serra,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_serra,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_simonsianum,AM; others not addressed,1,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_stoloniferum,non-mycorrhizal (checked for all types),1,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_sulcatum,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_sulcatum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_sulcatum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_tenuicaule,AM; others not addressed,1,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_tenuifolium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_tenuifolium,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_trichomanes,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_trichomanes,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_trichomanes,AM; no others,1,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_trichomanes,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_trichomanes,non-mycorrhizal (checked for all types),4,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_trichomanes,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_trichomanes,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_trichomanes,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_trichomanes,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_trichomanes,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_unilaterale,AM; others not addressed,3,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_unilaterale,AM; others not addressed,2,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_unilaterale,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_unilaterale,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_varians,AM; others not addressed,3,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_varians,AM; no others,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_viride,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_viride,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_viride,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_viride,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_viride,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Asplenium,Asplenium_viride,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_viride,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_viride,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_wrightioides,AM; others not addressed,2,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_yoshinagae,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_yoshinagae,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_yunnanense,AM; others not addressed,3,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_zenkerianum,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_zenkerianum,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Asplenium,Asplenium_zenkerianum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Camptosorus,Camptosorus_sibiricus,AM; others not addressed,NA,Aspleniaceae,AM,FERN,
Ceterach,Ceterach_officinarum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Ceterach,Ceterach_officinarum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Ceterach,Ceterach_officinarum,non-mycorrhizal (checked for all types),NA,Aspleniaceae,NM,FERN,
Azolla,Azolla_filiculoides,non-mycorrhizal (checked for all types),NA,Azollaceae,NM,Salviniaceae,
Azolla,Azolla_filiculoides,non-mycorrhizal (checked for all types),NA,Azollaceae,NM,Salviniaceae,
Azolla,Azolla_imbricata,non-mycorrhizal (checked for all types),NA,Azollaceae,NM,Salviniaceae,
Azolla,Azolla_japonica,non-mycorrhizal (checked for all types),NA,Azollaceae,NM,Salviniaceae,
Azolla,Azolla_pinnata,non-AM; others not addressed,NA,Azollaceae,NM,Salviniaceae,
Azolla,Azolla_pinnata,non-mycorrhizal (checked for all types),NA,Azollaceae,NM,Salviniaceae,
Azolla,Azolla_pinnata,non-mycorrhizal (checked for all types),NA,Azollaceae,NM,Salviniaceae,
Blechnopsis,Blechnopsis_orientalis,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_attenuatum,AM; others not addressed,2,Blechnaceae,AM,FERN,
Blechnum,Blechnum_australe,AM; others not addressed,2,Blechnaceae,AM,FERN,
Blechnum,Blechnum_banksii,AM; no others,2,Blechnaceae,AM,FERN,
Blechnum,Blechnum_capense,AM; no others,8,Blechnaceae,AM,FERN,
Blechnum,Blechnum_chilense,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_chilense,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_cordatum,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_discolor,AM; no others,8,Blechnaceae,AM,FERN,
Blechnum,Blechnum_divergens,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_divergens,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_filiforme,AM; no others,2,Blechnaceae,AM,FERN,
Blechnum,Blechnum_fluviatile,AM; no others,11,Blechnaceae,AM,FERN,
Blechnum,Blechnum_lanceola,AM; no others,9,Blechnaceae,AM,FERN,
Blechnum,Blechnum_membranaceum,AM; no others,1,Blechnaceae,AM,FERN,
Blechnum,Blechnum_minus,AM; no others,15,Blechnaceae,AM,FERN,
Blechnum,Blechnum_nigrum,AM; no others,3,Blechnaceae,AM,FERN,
Blechnum,Blechnum_nipponicum,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_occidentale,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_orientale,AM; others not addressed,2,Blechnaceae,AM,FERN,
Blechnum,Blechnum_orientale,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_orientale,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_orientale,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_patersonii,AM; no others,4,Blechnaceae,AM,FERN,
Blechnum,Blechnum_penna_marina,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_penna-marina,AM; no others,8,Blechnaceae,AM,FERN,
Blechnum,Blechnum_penna-marina,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_penna-marina,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_punctulatum,AM; others not addressed,1,Blechnaceae,AM,FERN,
Blechnum,Blechnum_schiedeanum,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_spicant,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_spicant,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_spicant,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_spicant,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_spicant,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_spicant,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_spicant,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_sprucei,AM; no others,NA,Blechnaceae,AM,FERN,
Blechnum,Blechnum_vulcanicum,AM; no others,3,Blechnaceae,AM,FERN,
Brainea,Brainea_insignis,AM; others not addressed,1,Blechnaceae,AM,FERN,
Brainea,Brainea_insignis,AM; others not addressed,NA,Blechnaceae,AM,FERN,
Salpichlaena,Salpichlaena_hookeriana,AM; no others,NA,Blechnaceae,AM,FERN,
